Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
6WQSGaSOedwUd7eigYEv7J,"Voodoo Child (Slight Return) - Live San Diego Sports Arena, May 25, 1969",Hendrix In The West,Jimi Hendrix,1972-02-01,640013,17,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:54:32Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.278,0.902,8,-10.423,1,0.0909,0.00029,0.113,0.889,0.366,105.653,audio_features,spotify:track:6WQSGaSOedwUd7eigYEv7J,https://api.spotify.com/v1/tracks/6WQSGaSOedwUd7eigYEv7J,https://api.spotify.com/v1/audio-analysis/6WQSGaSOedwUd7eigYEv7J,640013,4
5xqMd4qEfeisymvgjeA1fR,Room Full of Mirrors,First Rays Of The New Rising Sun,Jimi Hendrix,1997-04-22,201066,17,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:54:35Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.423,0.909,2,-5.659,1,0.115,0.00531,0.00138,0.417,0.452,132.044,audio_features,spotify:track:5xqMd4qEfeisymvgjeA1fR,https://api.spotify.com/v1/tracks/5xqMd4qEfeisymvgjeA1fR,https://api.spotify.com/v1/audio-analysis/5xqMd4qEfeisymvgjeA1fR,201067,4
2zw9S48jHin7dxqhbelXEd,Ships Passing Through The Night,Valleys Of Neptune,Jimi Hendrix,2010,352120,13,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:54:43Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.4,0.752,8,-9.053,1,0.0535,0.0266,0.0951,0.109,0.639,138.335,audio_features,spotify:track:2zw9S48jHin7dxqhbelXEd,https://api.spotify.com/v1/tracks/2zw9S48jHin7dxqhbelXEd,https://api.spotify.com/v1/audio-analysis/2zw9S48jHin7dxqhbelXEd,352120,4
79VhZYkRfckxhtGIsssh66,Earth Blues,Rainbow Bridge,Jimi Hendrix,1971,261386,21,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:54:46Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.582,0.647,1,-10.103,1,0.0577,0.0369,0.0,0.0945,0.73,112.357,audio_features,spotify:track:79VhZYkRfckxhtGIsssh66,https://api.spotify.com/v1/tracks/79VhZYkRfckxhtGIsssh66,https://api.spotify.com/v1/audio-analysis/79VhZYkRfckxhtGIsssh66,261387,4
45ymKxN7UQhumQUmGDyXnA,Straight Ahead,The Cry of Love,Jimi Hendrix,1971,282906,26,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:00Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.436,0.551,1,-11.621,1,0.0334,0.369,7.62e-06,0.306,0.91,107.114,audio_features,spotify:track:45ymKxN7UQhumQUmGDyXnA,https://api.spotify.com/v1/tracks/45ymKxN7UQhumQUmGDyXnA,https://api.spotify.com/v1/audio-analysis/45ymKxN7UQhumQUmGDyXnA,282907,4
5IWk7aY2pGrDXCs5bcowLJ,"The Stars That Play With Laughing Sam's Dice (Mayfair Studios, New York, July 19, 20, 1967)",South Saturn Delta,Jimi Hendrix,1997-10-07,260880,17,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:04Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.123,0.951,1,-5.644,1,0.151,0.0224,0.551,0.651,0.47,76.834,audio_features,spotify:track:5IWk7aY2pGrDXCs5bcowLJ,https://api.spotify.com/v1/tracks/5IWk7aY2pGrDXCs5bcowLJ,https://api.spotify.com/v1/audio-analysis/5IWk7aY2pGrDXCs5bcowLJ,260880,4
48qby6VFvlI0aBXliBXcVr,In From the Storm,The Cry of Love,Jimi Hendrix,1971,223320,26,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:07Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.334,0.736,3,-10.831,1,0.0654,0.259,0.002,0.349,0.802,145.893,audio_features,spotify:track:48qby6VFvlI0aBXliBXcVr,https://api.spotify.com/v1/tracks/48qby6VFvlI0aBXliBXcVr,https://api.spotify.com/v1/audio-analysis/48qby6VFvlI0aBXliBXcVr,223320,4
1pXVsnTrDuxctj7odyob2s,"Catfish Blues - Live Olympia Theater, Paris, October, 9, 1967",The Jimi Hendrix Experience (Deluxe Reissue),Jimi Hendrix,2009,326733,15,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:12Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.38,0.725,7,-8.548,0,0.0894,0.0421,0.37,0.146,0.562,102.714,audio_features,spotify:track:1pXVsnTrDuxctj7odyob2s,https://api.spotify.com/v1/tracks/1pXVsnTrDuxctj7odyob2s,https://api.spotify.com/v1/audio-analysis/1pXVsnTrDuxctj7odyob2s,326733,3
4ufRlzwb3wULjF66AvHrkt,"Izabella - Live at The Woodstock Music & Art Fair, August 18, 1969",Live at Woodstock,Jimi Hendrix,1999-07-06,401773,20,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:15Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.309,0.927,11,-5.397,0,0.374,0.00595,0.000224,0.978,0.489,107.606,audio_features,spotify:track:4ufRlzwb3wULjF66AvHrkt,https://api.spotify.com/v1/tracks/4ufRlzwb3wULjF66AvHrkt,https://api.spotify.com/v1/audio-analysis/4ufRlzwb3wULjF66AvHrkt,401773,4
48RKSSQkmSaZAvWV4jfRrW,In from the Storm - Live at the Isle of Wight,Blue Wild Angel: Jimi Hendrix At The Isle Of Wight,Jimi Hendrix,2002-11-12,375106,13,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:18Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.309,0.874,0,-7.53,0,0.113,0.00603,0.62,0.846,0.858,79.419,audio_features,spotify:track:48RKSSQkmSaZAvWV4jfRrW,https://api.spotify.com/v1/tracks/48RKSSQkmSaZAvWV4jfRrW,https://api.spotify.com/v1/audio-analysis/48RKSSQkmSaZAvWV4jfRrW,375107,4
3AGZ8TvNyQF8265wwdp0oZ,"Stone Free (Record Plant, New York, NY, April, 7, 1969)",Voodoo Child: The Jimi Hendrix Collection,Jimi Hendrix,2001-05-08,223426,13,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:22Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.412,0.929,1,-6.118,1,0.0706,0.031,2.72e-05,0.236,0.739,146.983,audio_features,spotify:track:3AGZ8TvNyQF8265wwdp0oZ,https://api.spotify.com/v1/tracks/3AGZ8TvNyQF8265wwdp0oZ,https://api.spotify.com/v1/audio-analysis/3AGZ8TvNyQF8265wwdp0oZ,223427,4
1mUdz4B6Y9BvbXesl74Cqj,"Villanova Junction - Live at The Woodstock Music & Art Fair, August 18, 1969",Live at Woodstock,Jimi Hendrix,1999-07-06,268133,24,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:28Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.246,0.796,6,-10.812,0,0.483,0.446,0.505,0.736,0.532,67.59,audio_features,spotify:track:1mUdz4B6Y9BvbXesl74Cqj,https://api.spotify.com/v1/tracks/1mUdz4B6Y9BvbXesl74Cqj,https://api.spotify.com/v1/audio-analysis/1mUdz4B6Y9BvbXesl74Cqj,268133,5
5o5EEX7LFxIVl11R1nR1Bl,Drifter's Escape - previously unreleased alternate version,South Saturn Delta,Jimi Hendrix,1997-10-07,185560,22,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:31Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.521,0.897,1,-5.623,1,0.0371,0.0229,4.44e-06,0.105,0.961,125.428,audio_features,spotify:track:5o5EEX7LFxIVl11R1nR1Bl,https://api.spotify.com/v1/tracks/5o5EEX7LFxIVl11R1nR1Bl,https://api.spotify.com/v1/audio-analysis/5o5EEX7LFxIVl11R1nR1Bl,185560,4
05Oj9OLLMJPm5pPN15plJJ,Lullaby For The Summer,Valleys Of Neptune,Jimi Hendrix,2010,228906,14,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:37Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.427,0.923,1,-7.179,1,0.0422,0.0577,0.000815,0.0244,0.916,128.619,audio_features,spotify:track:05Oj9OLLMJPm5pPN15plJJ,https://api.spotify.com/v1/tracks/05Oj9OLLMJPm5pPN15plJJ,https://api.spotify.com/v1/audio-analysis/05Oj9OLLMJPm5pPN15plJJ,228907,4
6YmLakC3lRhAq2ikaiXiv1,"Highway Chile (Olympic Studios, London, UK April 3, 1967)",Voodoo Child: The Jimi Hendrix Collection,Jimi Hendrix,2001-05-08,217186,14,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:41Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.405,0.951,5,-4.811,0,0.123,0.0898,2.74e-05,0.354,0.497,138.481,audio_features,spotify:track:6YmLakC3lRhAq2ikaiXiv1,https://api.spotify.com/v1/tracks/6YmLakC3lRhAq2ikaiXiv1,https://api.spotify.com/v1/audio-analysis/6YmLakC3lRhAq2ikaiXiv1,217187,4
1mokOXp4qt7y6mZfAAXZm5,Rock Me Baby - Live At Monterey,Live At Monterey,Jimi Hendrix,2010-01-01,217666,24,31mlndohcwncxolteqr3cp6alcg4,2024-06-11T09:55:46Z,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",,,,,,,,,,,,,,0.301,0.802,3,-9.053,1,0.295,0.0114,0.00476,0.102,0.482,159.826,audio_features,spotify:track:1mokOXp4qt7y6mZfAAXZm5,https://api.spotify.com/v1/tracks/1mokOXp4qt7y6mZfAAXZm5,https://api.spotify.com/v1/audio-analysis/1mokOXp4qt7y6mZfAAXZm5,217667,4
